eo-xx,de-de,"""la Patroj de la Eklezio""",Kirchenvater
eo-xx,de-de,"$100 Laptop",100-Dollar-Laptop
eo-xx,de-de,"-iĝi",Geschehen
eo-xx,de-de,"-iĝi",Vorkommen
eo-xx,de-de,"-iĝi",Werden
eo-xx,de-de,"...And You Will Know Us by the Trail of Dead","...And You Will Know Us by the Trail of Dead"
eo-xx,de-de,"1 E-6 m",Messschraube
eo-xx,de-de,"1 E-9 m",Nanometer
eo-xx,de-de,"1-a Epistolo al Timoteo","1. Brief des Paulus an Timotheus"
eo-xx,de-de,"1-a Epistolo al la Korintanoj","1. Brief des Paulus an die Korinther"
eo-xx,de-de,"1-a Epistolo al la Tesalonikanoj","1. Brief des Paulus an die Thessalonicher"
eo-xx,de-de,"1-a Epistolo de Johano","1. Brief des Johannes"
eo-xx,de-de,"1-a Epistolo de Petro","1. Brief des Petrus"
eo-xx,de-de,"1-a Internacio","Erste Internationale"
eo-xx,de-de,"1-a Krucmilito","Erster Kreuzzug"
eo-xx,de-de,"1-a arondismento de Parizo","1. Arrondissement"
eo-xx,de-de,"1-a de aprilo","1. April"
eo-xx,de-de,"1-a de aŭgusto","1. August"
eo-xx,de-de,"1-a de decembro","1. Dezember"
eo-xx,de-de,"1-a de februaro","1. Februar"
eo-xx,de-de,"1-a de januaro","1. Januar"
eo-xx,de-de,"1-a de julio","1. Juli"
eo-xx,de-de,"1-a de junio","1. Juni"
eo-xx,de-de,"1-a de majo","1. Mai"
eo-xx,de-de,"1-a de marto","1. März"
eo-xx,de-de,"1-a de novembro","1. November"
eo-xx,de-de,"1-a de oktobro","1. Oktober"
eo-xx,de-de,"1-a de septembro","1. September"
eo-xx,de-de,"1-a jarcento a.K.","1. Jahrhundert v. Chr."
eo-xx,de-de,"1-a jarcento","1. Jahrhundert"
eo-xx,de-de,"1-a libro de Samuel","1. Buch Samuel"
eo-xx,de-de,"10-a arondismento de Parizo","10. Arrondissement"
eo-xx,de-de,"10-a de aprilo","10. April"
eo-xx,de-de,"10-a de aŭgusto","10. August"
eo-xx,de-de,"10-a de decembro","10. Dezember"
eo-xx,de-de,"10-a de februaro","10. Februar"
eo-xx,de-de,"10-a de januaro","10. Januar"
eo-xx,de-de,"10-a de julio","10. Juli"
eo-xx,de-de,"10-a de junio","10. Juni"
eo-xx,de-de,"10-a de majo","10. Mai"
eo-xx,de-de,"10-a de marto","10. März"
eo-xx,de-de,"10-a de novembro","10. November"
eo-xx,de-de,"10-a de oktobro","10. Oktober"
eo-xx,de-de,"10-a de septembro","10. September"
eo-xx,de-de,"10-a jarcento a.K.","10. Jahrhundert v. Chr."
eo-xx,de-de,"10-a jarcento","10. Jahrhundert"
eo-xx,de-de,"101 Dalmatoj","101 Dalmatiner"
eo-xx,de-de,"11-a arondismento de Parizo","11. Arrondissement"
eo-xx,de-de,"11-a de aprilo","11. April"
eo-xx,de-de,"11-a de aŭgusto","11. August"
eo-xx,de-de,"11-a de decembro","11. Dezember"
eo-xx,de-de,"11-a de februaro","11. Februar"
eo-xx,de-de,"11-a de januaro","11. Januar"
eo-xx,de-de,"11-a de julio","11. Juli"
eo-xx,de-de,"11-a de junio","11. Juni"
eo-xx,de-de,"11-a de majo","11. Mai"
eo-xx,de-de,"11-a de marto","11. März"
eo-xx,de-de,"11-a de novembro","11. November"
eo-xx,de-de,"11-a de oktobro","11. Oktober"
eo-xx,de-de,"11-a de septembro 2001","Terroranschläge am 11. September 2001"
eo-xx,de-de,"11-a de septembro","11. September"
eo-xx,de-de,"11-a jarcento a.K.","11. Jahrhundert v. Chr."
eo-xx,de-de,"11-a jarcento","11. Jahrhundert"
eo-xx,de-de,"12-a arondismento de Parizo","12. Arrondissement"
eo-xx,de-de,"12-a de aprilo","12. April"
eo-xx,de-de,"12-a de aŭgusto","12. August"
eo-xx,de-de,"12-a de decembro","12. Dezember"
eo-xx,de-de,"12-a de februaro","12. Februar"
eo-xx,de-de,"12-a de januaro","12. Januar"
eo-xx,de-de,"12-a de julio","12. Juli"
eo-xx,de-de,"12-a de junio","12. Juni"
eo-xx,de-de,"12-a de majo","12. Mai"
eo-xx,de-de,"12-a de marto","12. März"
eo-xx,de-de,"12-a de novembro","12. November"
eo-xx,de-de,"12-a de oktobro","12. Oktober"
eo-xx,de-de,"12-a de septembro","12. September"
eo-xx,de-de,"12-a jarcento a.K.","12. Jahrhundert v. Chr."
eo-xx,de-de,"12-a jarcento","12. Jahrhundert"
eo-xx,de-de,"1200; Albigensismo",Albigenserkreuzzug
eo-xx,de-de,"13-a arondismento de Parizo","13. Arrondissement"
eo-xx,de-de,"13-a de aprilo","13. April"
eo-xx,de-de,"13-a de aŭgusto","13. August"
eo-xx,de-de,"13-a de decembro","13. Dezember"
eo-xx,de-de,"13-a de februaro","13. Februar"
eo-xx,de-de,"13-a de januaro","13. Januar"
eo-xx,de-de,"13-a de julio","13. Juli"
eo-xx,de-de,"13-a de junio","13. Juni"
